UNIDAD;NEGOCIO;LINEA/PROCESO;Periodo Admon;FUENTE INFORMACIÓN;Suma de VALOR ANTES IVA
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/12;Ppto;2956287,181
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/01;Ejecutado;36578522
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/01;Ppto;25479287,34
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/02;Ppto;37295004,67
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/03;Ppto;37656713,34
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/04;Ppto;65721409,92
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/05;Ppto;44047838
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/06;Ppto;45386791,14
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/07;Ppto;48242895,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/08;Ppto;102500821,2
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/09;Ppto;288635278
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/10;Ppto;116678159,6
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/11;Ppto;133188792,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ATENCION Y GESTION CSC;2023/12;Ppto;144002320,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/01;Ejecutado;102738635
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/01;Ppto;129417726,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/02;Ppto;82210598,76
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/03;Ppto;196661503,3
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/04;Ppto;138904498,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/05;Ppto;142006794,1
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/06;Ppto;115243825,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/07;Ppto;143819922,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/08;Ppto;99517509,12
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/09;Ppto;416729305,3
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/10;Ppto;105052917,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/11;Ppto;114585277,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;COMPRAS Y ABASTECIMIENTO;2023/12;Ppto;111872769,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/01;Ejecutado;172662225
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/01;Ppto;197649085,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/02;Ppto;81137646,52
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/03;Ppto;190627291,2
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/04;Ppto;134842773,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/05;Ppto;133074406,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/06;Ppto;134660461,3
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/07;Ppto;172637377,8
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/08;Ppto;131641280,3
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/09;Ppto;707705616,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/10;Ppto;135452327,1
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/11;Ppto;144176938,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;FINANZAS;2023/12;Ppto;148302805,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/01;Ejecutado;141947561
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/01;Ppto;366921407,8
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/02;Ppto;69877995,12
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/03;Ppto;108492380,3
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/04;Ppto;119730091,8
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/05;Ppto;126955336,8
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/06;Ppto;142967913,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/07;Ppto;97163457,89
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/08;Ppto;102919747,6
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/09;Ppto;352017152,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/10;Ppto;102916463
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/11;Ppto;114630932,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;GESTIONAR INFORMACIÓN EMPRESARIAL;2023/12;Ppto;104568260,2
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/01;Ejecutado;61572793
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/01;Ppto;97060043,15
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/02;Ppto;77658350,82
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/03;Ppto;82717000,48
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/04;Ppto;113162083,6
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/05;Ppto;114993580,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/06;Ppto;73273446,12
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/07;Ppto;78079915,72
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/08;Ppto;56227258,14
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/09;Ppto;303157160,8
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/10;Ppto;58645888,88
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/11;Ppto;73666135,02
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS;2023/12;Ppto;62264029,16
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/01;Ejecutado;2284236
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/01;Ppto;10779468,96
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/02;Ppto;6015925,049
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/03;Ppto;108190602,4
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/04;Ppto;9665116,772
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/05;Ppto;10741025,68
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/06;Ppto;15363852,34
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/07;Ppto;15507683,89
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/08;Ppto;15018161,43
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/09;Ppto;30280675,37
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/10;Ppto;17077744,52
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/11;Ppto;17174479,06
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OPERACIÓN SAP;2023/12;Ppto;18565792,78
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/01;Ejecutado;14316822
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/01;Ppto;58272883,37
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/02;Ppto;33040556,48
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/03;Ppto;50435750,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/04;Ppto;44348404,63
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/05;Ppto;49618869,82
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/06;Ppto;41589751,43
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/07;Ppto;46151224,64
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/08;Ppto;41077213,94
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/09;Ppto;41756706,69
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/10;Ppto;49534957,77
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/11;Ppto;43596515,32
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;OTROS COMPENSAR;2023/12;Ppto;37111542,55
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/01;Ejecutado;10631079
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/01;Ppto;8757723,306
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/02;Ppto;28461893,76
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/03;Ppto;61395917,72
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/04;Ppto;8576770,114
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/05;Ppto;8621221,565
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/06;Ppto;9424081,827
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/07;Ppto;19390857,17
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/08;Ppto;4925055,343
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/09;Ppto;28518693,68
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/10;Ppto;5126365,792
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/11;Ppto;5420768,737
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE INFRAESTRUCTURA;2023/12;Ppto;5417780,561
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/01;Ejecutado;495046293
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/01;Ppto;1159565292
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/02;Ppto;1253705888
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/03;Ppto;1429285407
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/04;Ppto;1737601043
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/05;Ppto;1530384882
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/06;Ppto;1588754882
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/07;Ppto;1588518039
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/08;Ppto;1320667108
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/09;Ppto;451007775
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/10;Ppto;417295000
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/11;Ppto;407295000
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;PROYECTOS DE TECNOLOGIA;2023/12;Ppto;1583135292
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/01;Ejecutado;28418640
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/01;Ppto;38739335,45
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/02;Ppto;12682221,68
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/03;Ppto;23915903,18
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/04;Ppto;28675981,18
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/05;Ppto;28687638,11
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/06;Ppto;22336292,68
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/07;Ppto;22949704,55
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/08;Ppto;13859552,76
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/09;Ppto;66064301,84
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/10;Ppto;14387593,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/11;Ppto;15861601,6
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SEGURIDAD INTEGRAL;2023/12;Ppto;15218892,67
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/01;Ejecutado;11760709
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/01;Ppto;15406136,08
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/02;Ppto;7559714,874
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/03;Ppto;26406782,11
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/04;Ppto;16023041,63
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/05;Ppto;16182176
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/06;Ppto;12828864
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/07;Ppto;15894418,32
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/08;Ppto;8898772,633
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/09;Ppto;46003414,57
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/10;Ppto;9063648,886
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/11;Ppto;15570732,86
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;SERVICIOS JURÍDICOS;2023/12;Ppto;9677126,388
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/01;Ejecutado;157845009
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/01;Ppto;231862716,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/02;Ppto;91181641,06
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/03;Ppto;199877997,6
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/04;Ppto;200974456,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/05;Ppto;145295637,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/06;Ppto;198550468,2
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/07;Ppto;235886734,1
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/08;Ppto;184102781,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/09;Ppto;414025047,3
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/10;Ppto;169092225,4
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/11;Ppto;134991413,6
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TALENTO HUMANO;2023/12;Ppto;217357268,3
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/01;Ejecutado;272205704
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/01;Ppto;314787284,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/02;Ppto;121226999,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/03;Ppto;171722940,6
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/04;Ppto;489005599,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/05;Ppto;230253811,7
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/06;Ppto;159761730,8
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/07;Ppto;409861469,4
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/08;Ppto;156262933,5
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/09;Ppto;847924912
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/10;Ppto;163179209,9
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/11;Ppto;620644973,2
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;TECNOLOGÍA DE INFORMACIÓN;2023/12;Ppto;169327069,1
